BygningAnvendelsesKode_Value,BygningOpfoerelsesaar_Value,BygningSamletBoligAreal_Value,BygningVarmeinstallation_Value,EnhedAntalVaerelser_Value
130,1958,122,1,5
130,1858,148,7,8
130,1921,100,2,5
130,2008,288,1,4
130,2008,288,1,3
130,2008,288,1,3
140,1970,1237,1,4
140,1970,1237,1,4
140,1970,1237,1,4
140,1970,1237,1,4
140,1970,1237,1,4
140,1970,1237,1,4
140,1970,1237,1,4
140,1953,200,2,4
140,1953,200,2,4
130,1972,119,7,5
130,2005,127,2,4
130,2003,45,1,2
130,1985,90,7,3
130,2003,330,1,2
130,1999,133,1,4
140,1932,189,1,4
140,1932,189,1,2
130,1921,109,1,5
140,1597,252,2,2
140,1597,252,2,1
140,1597,252,2,2
130,2009,248,2,2
130,1979,267,1,4
130,1979,267,1,3
130,1982,344,2,3
140,1903,360,3,5
140,1903,360,3,3
140,1903,360,3,2
140,1903,360,3,1
130,2000,110,1,3
130,1979,81,1,4
140,1982,384,2,2
140,1982,384,2,1
140,1982,384,2,3
140,1982,384,2,3
140,1982,384,2,2
140,1952,990,1,2
140,1952,990,1,2
140,1952,990,1,1
140,1952,990,1,2
140,1952,990,1,1
140,1952,990,1,2
140,1952,990,1,2
140,1952,990,1,1
140,1952,990,1,2
140,1952,990,1,1
140,1952,990,1,2
140,1952,990,1,2
140,1952,990,1,1
140,1952,990,1,2
140,1952,990,1,1
140,1790,188,2,3
140,1790,188,2,2
140,1790,188,2,4
130,2008,94,2,4
130,1975,107,1,4
130,1900,298,2,8
130,1900,298,2,3
140,1969,303,2,2
140,1969,303,2,4
140,1969,303,2,3
140,1969,303,2,3
130,2013,120,2,4
140,1730,129,1,2
140,1730,129,1,2
140,1730,129,1,2
140,1967,176,2,4
140,1967,176,2,4
140,1967,176,2,5
130,2007,105,1,4
130,1963,159,1,4
130,1984,230,2,4
130,1984,230,2,4
130,1984,230,2,1
130,1908,104,2,2
130,1908,104,2,6
140,1904,765,2,4
140,1904,765,2,3
140,1904,765,2,4
140,1904,765,2,3
140,1904,765,2,3
140,1904,765,2,3
130,1994,172,2,3
130,1940,67,1,4
130,1940,67,1,1
130,2007,96,2,4
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,4
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,2
140,1969,2646,1,3
140,1969,2646,1,2
130,1981,181,1,4
130,1981,181,1,3
140,1947,240,2,2
140,1947,240,2,2
140,1947,240,2,2
140,1947,240,2,2
140,1954,630,1,1
140,1954,630,1,2
140,1954,630,1,2
140,1954,630,1,4
140,1954,630,1,4
130,2004,130,1,4
130,1962,100,2,4
130,1952,148,1,5
130,1976,111,1,4
130,1884,170,7,3
130,1976,134,2,3
140,1884,225,1,4
140,1884,225,1,2
140,1884,225,1,3
140,1884,225,1,3
140,1884,225,1,3
140,1680,197,7,4
140,1680,197,7,1
140,1680,197,7,6
140,1680,197,7,4
140,1680,197,7,
130,1964,300,2,4
130,1964,300,2,4
130,1965,141,2,5
130,1972,146,2,5
130,1921,100,1,5
130,1978,183,1,4
140,1897,165,2,3
140,1897,165,2,6
140,1946,1110,3,3
140,1946,1110,3,2
140,1946,1110,3,2
140,1946,1110,3,3
140,1946,1110,3,2
140,1946,1110,3,2
140,1946,1110,3,3
140,1946,1110,3,2
140,1946,1110,3,2
140,1946,1110,3,3
140,1946,1110,3,2
140,1946,1110,3,2
140,1946,1110,3,3
140,1946,1110,3,2
140,1946,1110,3,2
140,1946,1110,3,3
140,1946,1110,3,2
140,1946,1110,3,2
130,1962,100,2,4
130,1982,106,1,3
130,1920,82,3,2
130,2014,107,1,4
130,2014,107,1,4
130,1983,229,1,4
130,1983,229,1,2
130,1977,257,7,6
130,1977,257,7,5
130,1983,222,7,4
130,1983,222,7,4
130,1981,120,1,4
130,2011,280,1,1
130,2011,280,1,1
140,1965,1068,2,4
140,1965,1068,2,4
140,1965,1068,2,4
140,1965,1068,2,4
140,1965,1068,2,4
140,1965,1068,2,4
130,1982,211,1,3
130,1982,211,1,1
130,1975,107,1,4
130,1976,896,7,4
130,1976,896,7,4
130,1976,896,7,3
130,1976,896,7,2
130,1976,896,7,1
130,1976,896,7,
140,1968,2148,2,4
140,1968,2148,2,
140,1968,2148,2,
140,1968,2148,2,4
140,1968,2148,2,
140,1968,2148,2,
140,1968,2148,2,4
140,1968,2148,2,
140,1968,2148,2,
140,1968,2148,2,4
140,1968,2148,2,
140,1968,2148,2,
140,1968,2148,2,4
140,1968,2148,2,
140,1968,2148,2,
140,1968,2148,2,4
140,1968,2148,2,
140,1968,2148,2,
130,1973,146,2,5
130,1987,154,2,5
130,1986,288,1,3
130,1986,288,1,2
130,1986,288,1,1
140,1900,537,2,5
140,1900,537,2,5
140,1900,537,2,3
130,1982,138,1,4
140,1985,451,2,3
140,1985,451,2,2
140,1985,451,2,3
140,1985,451,2,1
140,1985,451,2,2
140,1985,451,2,2
140,1937,340,2,4
140,1937,340,2,1
140,1937,340,2,4
140,1937,340,2,1
140,1937,340,2,3
140,1937,340,2,3
140,1901,255,2,2
140,1901,255,2,3
140,1901,255,2,2
140,1901,255,2,3
140,1901,255,2,5
130,1986,614,1,4
130,1986,614,1,3
130,1986,614,1,2
130,2003,486,1,4
130,2003,486,1,4
130,2003,486,1,3
130,2008,111,1,4
130,1962,121,1,5
130,1991,375,2,4
130,1991,375,2,2
130,1991,375,2,1
130,1977,183,1,4
190,1870,50,2,2
130,2000,131,1,5
130,1979,163,1,3
130,1979,163,1,3
130,1982,106,1,3
130,1976,146,2,5
130,1982,252,1,3
130,1980,188,1,5
130,1985,240,2,4
130,1959,92,1,4
140,1948,551,2,4
140,1948,551,2,4
140,1948,551,2,3
140,1948,551,2,3
140,1948,551,2,3
140,1971,1786,2,3
140,1971,1786,2,3
140,1971,1786,2,3
140,1971,1786,2,5
140,1971,1786,2,4
140,1971,1786,2,3
140,1971,1786,2,3
140,1971,1786,2,3
140,1971,1786,2,3
140,1971,1786,2,6
140,1971,1786,2,3
140,1971,1786,2,4
140,1971,1786,2,3
140,1971,1786,2,5
140,1971,1786,2,3
130,2008,111,1,4
130,2008,141,2,5
130,1986,361,1,4
130,1986,361,1,3
140,1902,400,2,4
140,1902,400,2,4
140,1970,631,2,2
140,1970,631,2,1
140,1970,631,2,2
140,1970,631,2,2
140,1970,631,2,-1
140,1970,631,2,4
140,1970,631,2,3
140,1970,631,2,4
140,1970,631,2,3
140,1970,631,2,6
130,1957,230,2,4
130,1957,230,2,4
140,1966,806,1,2
140,1966,806,1,2
140,1966,806,1,2
140,1966,806,1,2
140,1966,806,1,2
140,1966,806,1,2
130,2013,120,2,4
130,1971,124,2,6
130,1988,594,2,4
130,1988,594,2,3
130,1988,594,2,3
130,1988,594,2,2
130,1988,594,2,3
130,1988,594,2,3
130,1988,594,2,2
130,2009,108,1,4
140,1885,627,2,2
140,1885,627,2,4
140,1885,627,2,5
140,1885,627,2,3
140,1885,627,2,6
140,1885,627,2,5
140,1885,627,2,3
140,1885,627,2,5
140,1885,627,2,4
140,1885,627,2,4
130,1958,101,1,4
130,1959,92,1,4
130,1982,106,1,3
130,1992,455,2,3
130,1996,102,2,4
130,1982,344,2,3
130,1998,94,1,3
130,2004,130,1,4
130,1978,183,1,4
130,1982,106,1,3
130,1921,100,2,5
130,1983,210,1,3
130,1983,210,1,2
140,1933,144,2,2
140,1933,144,2,2
140,1916,174,2,3
140,1916,174,2,4
130,1989,109,2,4
130,2000,100,1,3
130,1986,126,2,2
130,1959,92,1,4
130,1983,105,7,4
130,1958,110,1,5
130,1976,384,7,3
130,1976,384,7,2
130,1976,384,7,1
140,1928,230,7,3
140,1928,230,7,4
130,2003,243,2,3
140,1963,2670,2,3
140,1963,2670,2,4
140,1963,2670,2,3
140,1963,2670,2,4
140,1963,2670,2,4
140,1963,2670,2,3
140,1963,2670,2,4
140,1970,2695,1,2
140,1970,2695,1,5
140,1970,2695,1,3
140,1970,2695,1,4
140,1970,2695,1,3
140,1970,2695,1,3
140,1970,2695,1,2
140,1970,2695,1,1
140,1970,2695,1,5
140,1970,2695,1,3
140,1970,2695,1,4
140,1970,2695,1,2
140,1970,2695,1,3
140,1970,2695,1,2
140,1970,2695,1,3
140,1970,2695,1,2
140,1970,2695,1,2
140,1970,2695,1,2
140,1970,2695,1,
140,1970,2695,1,3
140,1970,2695,1,4
140,1970,2695,1,3
140,1970,2695,1,4
130,1965,117,2,4
140,1883,556,1,4
140,1883,556,1,2
140,1883,556,1,3
140,1883,556,1,3
140,1883,556,1,4
140,1883,556,1,3
140,1883,556,1,3
140,1920,394,2,2
140,1920,394,2,2
140,1920,394,2,3
140,1920,394,2,3
140,1920,394,2,3
130,1965,137,2,4
130,1973,97,2,4
130,1975,100,1,4
130,1972,146,2,5
130,2000,104,1,4
140,1830,163,2,4
140,1830,163,2,2
140,1830,163,2,2
130,1950,124,2,5
130,1920,116,3,5
130,2014,107,1,2
130,2014,107,1,2
140,1890,198,2,2
140,1890,198,2,3
130,1960,150,1,6
130,1974,118,2,5
130,1877,124,6,7
130,1979,242,7,5
130,1979,242,7,5
130,1960,150,1,7
140,1912,122,2,2
140,1912,122,2,3
130,1976,146,2,5
130,1999,133,1,3
130,1971,97,2,3
130,2007,96,2,4
130,1955,90,2,4
130,2007,83,2,3
130,1736,110,7,5
130,1988,60,1,2
130,1954,110,2,5
130,1977,102,2,4
130,1977,146,2,5
130,1981,131,1,4
140,1944,424,1,1
140,1944,424,1,2
140,1944,424,1,2
140,1944,424,1,2
140,1944,424,1,2
140,1944,424,1,1
140,1944,424,1,2
140,1944,424,1,2
130,1965,117,2,4
130,1978,128,2,5
130,2008,81,2,4
130,1977,108,1,4
130,1978,188,1,4
130,1980,120,1,4
130,1975,107,7,4
130,2008,83,2,3
130,2007,95,2,3
130,1971,118,1,6
140,1977,147,2,2
140,1878,361,2,4
140,1878,361,2,3
140,1878,361,2,5
130,1961,117,1,5
140,2001,291,1,2
140,2001,291,1,2
140,2001,291,1,2
140,2001,291,1,3
130,1971,130,2,5
140,1924,260,1,2
140,1924,260,1,3
140,1877,158,1,3
140,1877,158,1,2
130,2006,354,2,4
130,2006,354,2,3
130,2006,354,2,3
140,1736,339,2,4
140,1736,339,2,
140,1736,339,2,3
140,1736,339,2,2
140,1736,339,2,4
140,1736,339,2,3
130,1997,160,1,3
130,1976,427,1,2
130,1988,661,2,4
130,1988,661,2,3
130,1988,661,2,3
130,1988,661,2,1
130,1988,661,2,3
130,1988,661,2,1
130,1970,115,2,4
130,1911,234,2,5
140,1900,238,2,3
140,1900,238,2,6
130,1977,108,1,4
140,1682,239,1,4
140,1682,239,1,3
140,1682,239,1,3
140,2004,573,2,3
140,2004,573,2,3
140,2004,573,2,3
140,2004,573,2,3
140,2004,573,2,3
140,2004,573,2,3
130,1958,124,1,3
140,1904,206,3,4
140,1904,206,3,4
130,1979,120,1,4
130,1974,512,1,4
130,1974,512,1,3
130,1974,512,1,2
130,1974,512,1,1
140,1952,912,1,3
140,1952,912,1,3
140,1952,912,1,3
140,1952,912,1,3
140,1952,912,1,3
140,1952,912,1,3
140,1971,1734,2,3
140,1971,1734,2,4
140,1971,1734,2,3
140,1971,1734,2,4
140,1971,1734,2,3
140,1971,1734,2,3
140,1971,1734,2,4
140,1971,1734,2,3
140,1971,1734,2,3
140,1971,1734,2,3
140,1971,1734,2,3
140,1971,1734,2,3
140,1971,1734,2,4
140,1971,1734,2,4
140,1971,1734,2,3
130,1973,146,1,4
190,1924,94,7,2
190,1924,94,7,2
130,1960,208,1,6
130,1971,128,2,4
130,1970,115,2,4
130,1973,155,1,6
130,1985,142,7,2
130,1902,160,2,5
130,2009,106,1,4
130,1978,183,1,4
130,1978,130,2,5
130,1982,106,1,3
140,1846,524,2,5
140,1846,524,2,4
140,1846,524,2,5
140,1846,524,2,1
140,1846,524,2,2
130,1971,146,2,5
140,1944,424,1,1
140,1944,424,1,2
140,1944,424,1,2
140,1944,424,1,2
140,1944,424,1,2
140,1944,424,1,1
140,1944,424,1,2
140,1944,424,1,2
130,1982,106,1,3
130,1990,232,1,3
130,1990,232,1,2
130,1990,232,1,2
130,2008,96,2,4
130,1760,224,2,4
130,1760,224,2,2
130,1964,114,2,3
130,1976,108,1,4
140,2008,292,2,7
140,2008,292,2,5
130,1998,133,1,3
130,2008,111,1,4
130,1986,222,2,4
140,1971,1740,2,4
140,1971,1740,2,4
140,1971,1740,2,4
140,1971,1740,2,4
140,1971,1740,2,4
140,1971,1740,2,4
140,1971,1740,2,4
140,1971,1740,2,4
140,1971,1740,2,4
140,1971,1740,2,4
140,1971,1740,2,4
140,1971,1740,2,4
130,1965,92,2,4
130,1921,100,2,5
130,1910,144,2,5
130,1970,115,2,4
140,1924,264,1,2
140,1924,264,1,2
140,1924,264,1,3
130,1981,221,1,3
130,1981,221,1,2
140,1962,612,2,3
140,1962,612,2,3
140,1962,612,2,4
140,1962,612,2,3
140,1962,612,2,3
140,1962,612,2,3
140,1962,612,2,4
140,1962,612,2,3
130,1992,434,2,5
130,1992,434,2,4
130,1973,146,2,5
130,1962,139,2,5
140,1982,597,7,3
140,1982,597,7,3
140,1982,597,7,3
140,1982,597,7,3
140,1982,597,7,4
140,1982,597,7,3
140,1882,858,1,3
140,1882,858,1,3
140,1882,858,1,2
140,1882,858,1,2
140,1882,858,1,2
140,1882,858,1,2
140,1882,858,1,3
140,1882,858,1,4
140,1882,858,1,1
140,1882,858,1,1
140,1882,858,1,2
140,1882,858,1,1
140,1882,858,1,1
130,2000,104,1,4
130,1976,124,7,3
140,1965,1602,2,4
140,1965,1602,2,4
140,1965,1602,2,4
140,1965,1602,2,4
140,1965,1602,2,4
140,1965,1602,2,4
140,1777,310,3,2
140,1777,310,3,2
140,1777,310,3,2
140,1777,310,3,2
140,1777,310,3,2
140,1777,310,3,2
140,1965,2385,1,3
140,1965,2385,1,4
140,1965,2385,1,3
140,1965,2385,1,3
140,1965,2385,1,4
140,1965,2385,1,3
140,1965,2385,1,3
140,1965,2385,1,2
140,1965,2385,1,-1
140,1965,2385,1,3
140,1965,2385,1,4
140,1965,2385,1,3
130,1976,124,7,4
130,1976,108,1,4
140,1918,302,2,2
140,1918,302,2,3
140,1918,302,2,2
140,1918,302,2,2
140,1918,302,2,2
140,1918,302,2,2
140,1918,302,2,1
140,1918,302,2,1
140,1907,178,2,3
140,1907,178,2,3
140,1932,128,2,5
140,1932,128,2,2
140,1940,296,1,3
140,1940,296,1,3
140,1940,296,1,3
140,1940,296,1,3
130,1977,168,2,4
140,1968,2148,2,4
140,1968,2148,2,
140,1968,2148,2,
140,1968,2148,2,4
140,1968,2148,2,
140,1968,2148,2,
140,1968,2148,2,4
140,1968,2148,2,
140,1968,2148,2,
140,1968,2148,2,4
140,1968,2148,2,
140,1968,2148,2,
140,1968,2148,2,4
140,1968,2148,2,3
140,1968,2148,2,
140,1968,2148,2,
140,1968,2148,2,4
140,1968,2148,2,
140,1968,2148,2,
130,1971,97,2,4
130,1994,256,2,3
130,1994,256,2,2
130,1994,256,2,2
130,1987,236,2,4
140,1959,1803,1,4
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,2
140,1959,1803,1,4
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,2
140,1959,1803,1,4
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,3
140,1959,1803,1,2
130,1973,192,1,5
130,1974,142,1,5
130,1997,144,1,2
130,1997,144,1,2
140,1850,469,2,2
140,1850,469,2,1
140,1850,469,2,1
140,1850,469,2,3
140,1850,469,2,3
140,1850,469,2,4
140,1850,469,2,3
140,1850,469,2,5
130,1997,250,1,3
130,1997,250,1,3
130,2009,57,1,2
140,1900,927,2,5
140,1900,927,2,6
140,1900,927,2,1
140,1900,927,2,5
140,1900,927,2,5
140,1900,927,2,6
140,1900,927,2,6
130,1978,102,7,4
130,1989,109,2,4
130,1982,106,1,3
130,1973,146,2,5
130,1979,81,1,4
130,1971,97,2,4
130,2001,140,2,4
130,1951,130,2,5
130,1982,106,1,3
140,1777,192,2,2
140,1777,192,2,2
140,1777,192,2,3
130,1962,346,2,5
130,1962,346,2,4
130,1979,183,1,5
140,1998,264,1,2
140,1998,264,1,1
140,1998,264,1,1
140,1998,264,1,1
140,1998,264,1,1
140,1998,264,1,1
140,1998,264,1,1
140,1998,264,1,1
140,1998,264,1,1
140,1998,264,1,1
130,2003,105,1,4
140,1958,1352,2,3
140,1958,1352,2,3
140,1958,1352,2,3
140,1958,1352,2,2
140,1958,1352,2,3
140,1958,1352,2,3
140,1958,1352,2,2
140,1958,1352,2,2
140,1958,1352,2,3
140,1958,1352,2,3
140,1958,1352,2,3
140,1958,1352,2,2
140,1870,317,2,2
140,1870,317,2,3
140,1870,317,2,3
140,1870,317,2,2
140,1870,317,2,1
140,1898,200,2,4
140,1898,200,2,3
130,1997,95,2,4
140,1924,528,2,3
140,1924,528,2,2
140,1924,528,2,3
140,1924,528,2,2
140,1924,528,2,3
140,1924,528,2,2
140,1924,528,2,2
140,1924,528,2,3
140,1900,371,7,2
140,1900,371,7,2
140,1900,371,7,2
140,1900,371,7,2
140,1900,371,7,3
140,1900,371,7,2
140,1900,371,7,2
140,1982,156,7,2
140,1982,156,7,2
140,1971,2752,1,2
140,1971,2752,1,3
140,1971,2752,1,3
140,1971,2752,1,2
140,1971,2752,1,3
140,1971,2752,1,3
140,1971,2752,1,2
140,1971,2752,1,3
140,1971,2752,1,2
140,1971,2752,1,2
140,1971,2752,1,3
140,1971,2752,1,2
140,1971,2752,1,2
140,1971,2752,1,2
140,1971,2752,1,3
140,1971,2752,1,3
130,1962,112,1,5
130,1990,253,1,4
130,1990,253,1,3
130,1990,253,1,2
130,2003,45,1,2
130,1921,100,1,5
130,1985,218,7,4
130,2003,105,1,5
130,1968,251,2,7
140,1930,141,1,3
140,1930,141,1,3
130,1982,106,1,3
130,1971,136,7,5
130,1990,205,1,2
130,1990,205,1,1
130,1996,85,2,3
140,1902,145,2,2
140,1902,145,2,3
140,1902,145,2,3
130,1976,124,7,5
130,1979,120,1,4
130,1981,118,7,5
130,1987,299,2,4
140,1924,260,1,2
140,1924,260,1,3
130,1999,113,1,4
140,1898,289,2,2
140,1898,289,2,3
140,1898,289,2,2
140,1898,289,2,3
140,1898,289,2,5
140,1931,146,1,3
140,1931,146,1,3
190,1918,31,2,1
130,1981,131,1,4
140,1897,616,2,4
140,1897,616,2,11
130,1974,144,7,5
130,1999,94,1,3
130,1940,103,2,6
130,1976,124,1,3
130,2007,148,2,5
130,1872,189,2,4
140,1900,252,5,2
140,1900,252,5,2
140,1900,252,5,2
140,1900,252,5,3
140,1900,252,5,2
140,1760,266,2,7
140,1760,266,2,3
130,1982,106,1,3
130,1998,131,1,4
130,2009,112,1,4
140,1900,251,1,4
140,1900,251,1,3
140,1900,251,1,4
140,1900,251,1,1
140,1900,251,1,2
140,1900,251,1,4
140,1900,251,1,1
130,1996,102,2,4
130,1982,106,1,3
140,1912,336,1,8
140,1912,336,1,5
140,2002,966,1,4
140,2002,966,1,4
140,2002,966,1,4
140,2002,966,1,4
140,2002,966,1,3
140,2002,966,1,3
140,1898,142,2,5
140,1898,142,2,2
130,1977,108,1,4
130,1973,155,1,6
130,1986,551,1,4
130,1986,551,1,4
130,1986,551,1,3
140,1580,546,3,2
140,1580,546,3,2
140,1580,546,3,2
140,1580,546,3,2
140,1580,546,3,2
140,1580,546,3,2
140,1580,546,3,2
140,1924,250,1,2
140,1924,250,1,3
140,1924,250,1,2
130,1890,63,2,3
130,1960,150,2,6
130,1964,120,2,4
130,1941,84,1,4
140,1965,3738,2,1
140,1965,3738,2,4
140,1965,3738,2,2
140,1965,3738,2,4
140,1965,3738,2,3
140,1965,3738,2,1
140,1965,3738,2,4
140,1965,3738,2,2
140,1965,3738,2,2
140,1965,3738,2,4
140,1965,3738,2,3
140,1965,3738,2,1
140,1965,3738,2,4
140,1965,3738,2,2
140,1965,3738,2,4
140,1965,3738,2,3
130,2004,110,1,3
130,1976,124,7,4
130,1976,124,1,3
140,1919,334,1,4
140,1919,334,1,2
140,1919,334,1,4
130,1976,108,1,4
140,1879,89,2,2
140,1879,89,2,3
140,1897,676,1,4
140,1897,676,1,3
140,1897,676,1,4
140,1897,676,1,3
140,1897,676,1,3
140,1897,676,1,5
140,1897,676,1,3
140,1897,676,1,4
130,2009,131,2,4
140,1925,153,2,3
140,1925,153,2,3
140,1965,1710,1,1
140,1965,1710,1,4
140,1965,1710,1,2
140,1965,1710,1,4
140,1965,1710,1,3
140,1965,1710,1,3
140,1965,1710,1,1
140,1965,1710,1,4
140,1965,1710,1,2
140,1965,1710,1,4
140,1965,1710,1,3
140,1965,1710,1,3
140,1965,1710,1,1
140,1965,1710,1,4
140,1965,1710,1,2
140,1965,1710,1,4
140,1965,1710,1,3
140,1965,1710,1,3
130,1921,100,1,5
140,1991,2326,1,3
140,1991,2326,1,4
140,1991,2326,1,3
140,1991,2326,1,3
140,1991,2326,1,3
140,1991,2326,1,2
140,1991,2326,1,2
140,1991,2326,1,5
140,1991,2326,1,4
140,1991,2326,1,3
140,1991,2326,1,3
140,1991,2326,1,2
140,1991,2326,1,2
140,1991,2326,1,3
140,1991,2326,1,3
140,1991,2326,1,2
140,1991,2326,1,4
140,1991,2326,1,2
140,1991,2326,1,1
140,1991,2326,1,1
140,1991,2326,1,1
140,1991,2326,1,1
140,1991,2326,1,3
140,1991,2326,1,3
140,1991,2326,1,3
140,1991,2326,1,2
140,1991,2326,1,1
140,1991,2326,1,3
140,1991,2326,1,3
140,1991,2326,1,3
140,1991,2326,1,2
140,1969,2484,1,2
140,1969,2484,1,3
140,1969,2484,1,3
140,1969,2484,1,2
140,1969,2484,1,3
140,1969,2484,1,3
140,1969,2484,1,2
140,1969,2484,1,2
140,1969,2484,1,2
140,1969,2484,1,3
140,1969,2484,1,3
130,1985,218,7,4
130,1975,111,7,4
130,2000,120,1,4
130,1736,189,2,7
130,1733,246,2,6
130,1980,120,1,4
130,1736,243,2,4
130,1986,187,2,2
130,1986,187,2,2
130,2013,116,2,3
130,2013,116,2,3
130,1965,115,2,4
130,2008,111,1,4
130,1974,832,1,4
130,1974,832,1,4
130,1974,832,1,3
130,1974,832,1,1
130,1965,164,2,5
130,1998,413,2,2
130,2008,136,1,4
130,1998,94,1,3
130,2008,136,1,4
130,1975,107,7,4
130,1975,107,1,4
140,1937,200,1,4
140,1937,200,1,3
140,1937,200,1,3
140,1921,139,1,2
140,1921,139,1,3
130,1970,97,2,4
140,1900,158,1,3
140,1900,158,1,4
130,1966,265,2,8
140,1906,220,2,10
130,1966,96,2,4
130,1962,100,2,4
130,1940,67,1,4
140,1800,136,2,3
130,1973,155,1,6
130,1920,82,1,3
130,1920,82,1,2
140,1959,644,2,4
140,1959,644,2,3
140,1959,644,2,3
140,1959,644,2,2
140,1959,644,2,4
140,1959,644,2,3
140,1959,644,2,3
140,1959,644,2,2
140,1991,539,2,2
140,1991,539,2,3
140,1991,539,2,4
140,1991,539,2,2
140,1991,539,2,3
140,1991,539,2,3
130,1903,338,2,7
130,1903,338,2,6
130,2000,113,1,1
130,1985,90,7,3
130,1963,102,2,4
130,1921,100,1,5
140,1780,278,7,3
140,1780,278,7,2
140,1780,278,7,2
140,1780,278,7,3
130,1887,145,2,4
130,1998,111,1,4
130,1998,153,2,4
140,2007,744,2,3
140,2007,744,2,3
140,2007,744,2,3
140,2007,744,2,3
140,2007,744,2,3
140,2007,744,2,3
140,1880,447,2,4
140,1880,447,2,4
130,1988,733,1,4
130,1988,733,1,4
130,1988,733,1,4
130,1988,733,1,4
130,1988,733,1,4
130,1988,733,1,3
130,1988,733,1,1
130,1959,92,1,4
130,2000,113,1,4
130,1815,386,5,9
130,1815,386,5,
130,1904,145,2,2
130,1921,104,1,5
130,2000,113,1,4
140,1936,240,1,2
140,1936,240,1,2
140,1936,240,1,2
140,1936,240,1,2
130,1998,92,1,3
140,1931,206,2,4
140,1931,206,2,4
130,1974,194,7,4
130,1974,194,7,3
140,1777,256,7,5
140,1777,256,7,4
130,2000,100,1,3
140,1882,269,1,5
140,1882,269,1,4
130,1963,80,2,4
140,1915,367,1,2
140,1915,367,1,2
140,1915,367,1,2
140,1915,367,1,2
130,1996,102,2,4
130,1976,108,1,4
140,1955,2080,1,2
140,1955,2080,1,1
140,1955,2080,1,2
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,1
140,1955,2080,1,2
140,1955,2080,1,2
140,1955,2080,1,2
140,1972,2700,1,1
140,1972,2700,1,3
140,1972,2700,1,4
140,1972,2700,1,2
140,1972,2700,1,2
140,1972,2700,1,5
140,1972,2700,1,3
140,1972,2700,1,4
140,1972,2700,1,3
140,1972,2700,1,2
140,1972,2700,1,3
140,1972,2700,1,2
140,1972,2700,1,3
140,1972,2700,1,2
140,1972,2700,1,1
140,1972,2700,1,5
140,1972,2700,1,3
140,1972,2700,1,4
140,1952,912,1,3
140,1952,912,1,3
140,1952,912,1,3
140,1952,912,1,3
140,1952,912,1,3
140,1952,912,1,3
130,1949,117,2,4
130,1976,124,1,3
130,1999,80,2,2
130,2000,132,1,5
140,1915,106,1,3
140,1915,106,1,3
130,1975,118,2,5
130,1968,80,2,4
140,1929,168,2,4
140,1929,168,2,4
130,1941,217,2,4
130,1941,217,2,3
130,1980,328,2,6
130,1980,328,2,5
130,1979,119,7,5
140,1963,1602,2,4
140,1963,1602,2,4
140,1963,1602,2,4
140,1963,1602,2,4
140,1963,1602,2,4
140,1963,1602,2,4
130,1973,192,1,5
140,1777,158,2,1
140,1777,158,2,2
140,1777,158,2,2
140,1777,158,2,3
140,1906,230,2,6
140,1906,230,2,3
130,1921,100,2,5
130,2008,268,1,4
130,2008,268,1,3
130,2008,268,1,3
140,1902,162,1,7
140,1902,162,1,1
140,1902,162,1,3
